timestamp_utc,session_count,mem_available_mib,swap_used_mib,load1,container,cpu_percent,mem_used_mib,pids
2026-07-03T02:22:09Z,6,6572,0,1.63,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,5.11,1324.03,27
2026-07-03T02:22:09Z,6,6572,0,1.63,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,48.26,1555.46,27
2026-07-03T02:22:09Z,6,6572,0,1.63,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,41.02,1185.79,27
2026-07-03T02:22:09Z,6,6572,0,1.63,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,17.58,424.50,27
2026-07-03T02:22:09Z,6,6572,0,1.63,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,38.63,1408.00,27
2026-07-03T02:22:09Z,6,6572,0,1.63,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,45.75,1845.25,27
2026-07-03T02:22:14Z,6,6546,0,1.58,cgv-shinyproxy,0.91,582.10,127
2026-07-03T02:22:14Z,6,6546,0,1.58,cgv-nginx,0.00,7.07,9
2026-07-03T02:22:14Z,6,6546,0,1.58,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,5.09,1324.03,27
2026-07-03T02:22:14Z,6,6546,0,1.58,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,46.50,1555.46,27
2026-07-03T02:22:14Z,6,6546,0,1.58,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,40.89,1210.37,27
2026-07-03T02:22:14Z,6,6546,0,1.58,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,16.94,424.50,27
2026-07-03T02:22:14Z,6,6546,0,1.58,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,37.21,1408.00,27
2026-07-03T02:22:14Z,6,6546,0,1.58,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,44.07,1845.25,27
2026-07-03T02:22:20Z,6,6473,0,1.53,cgv-shinyproxy,0.91,582.10,126
2026-07-03T02:22:20Z,6,6473,0,1.53,cgv-nginx,0.00,7.07,9
2026-07-03T02:22:20Z,6,6473,0,1.53,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,5.06,1324.03,27
2026-07-03T02:22:20Z,6,6473,0,1.53,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,44.86,1555.46,27
2026-07-03T02:22:20Z,6,6473,0,1.53,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,42.97,1291.26,27
2026-07-03T02:22:20Z,6,6473,0,1.53,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,16.34,424.50,27
2026-07-03T02:22:20Z,6,6473,0,1.53,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,35.90,1408.00,27
2026-07-03T02:22:20Z,6,6473,0,1.53,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,42.52,1845.25,27
2026-07-03T02:22:26Z,6,6483,0,1.49,cgv-shinyproxy,0.91,582.10,126
2026-07-03T02:22:26Z,6,6483,0,1.49,cgv-nginx,0.00,7.07,9
2026-07-03T02:22:26Z,6,6483,0,1.49,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,5.03,1324.03,27
2026-07-03T02:22:26Z,6,6483,0,1.49,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,43.33,1555.46,27
2026-07-03T02:22:26Z,6,6483,0,1.49,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,44.93,1291.26,27
2026-07-03T02:22:26Z,6,6483,0,1.49,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,15.78,424.50,27
2026-07-03T02:22:26Z,6,6483,0,1.49,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,34.67,1408.00,27
2026-07-03T02:22:26Z,6,6483,0,1.49,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,41.06,1845.25,27
2026-07-03T02:22:31Z,6,6477,0,1.53,cgv-shinyproxy,0.91,582.10,126
2026-07-03T02:22:31Z,6,6477,0,1.53,cgv-nginx,0.00,7.07,9
2026-07-03T02:22:31Z,6,6477,0,1.53,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,5.00,1324.03,27
2026-07-03T02:22:31Z,6,6477,0,1.53,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,41.90,1555.46,27
2026-07-03T02:22:31Z,6,6477,0,1.53,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,46.75,1309.70,27
2026-07-03T02:22:31Z,6,6477,0,1.53,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,15.26,424.50,27
2026-07-03T02:22:31Z,6,6477,0,1.53,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,33.53,1408.00,27
2026-07-03T02:22:31Z,6,6477,0,1.53,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,39.70,1845.25,27
2026-07-03T02:22:37Z,6,5845,0,1.49,cgv-shinyproxy,0.91,582.10,127
2026-07-03T02:22:37Z,6,5845,0,1.49,cgv-nginx,0.00,7.09,9
2026-07-03T02:22:37Z,6,5845,0,1.49,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.98,1324.03,27
2026-07-03T02:22:37Z,6,5845,0,1.49,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,40.56,1555.46,27
2026-07-03T02:22:37Z,6,5845,0,1.49,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,48.27,1989.63,27
2026-07-03T02:22:37Z,6,5845,0,1.49,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,14.78,424.50,27
2026-07-03T02:22:37Z,6,5845,0,1.49,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,32.45,1408.00,27
2026-07-03T02:22:37Z,6,5845,0,1.49,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,38.43,1845.25,27
2026-07-03T02:22:42Z,6,5808,0,1.45,cgv-shinyproxy,0.91,582.20,127
2026-07-03T02:22:42Z,6,5808,0,1.45,cgv-nginx,0.00,7.07,9
2026-07-03T02:22:42Z,6,5808,0,1.45,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.95,1324.03,27
2026-07-03T02:22:42Z,6,5808,0,1.45,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,39.31,1555.46,27
2026-07-03T02:22:42Z,6,5808,0,1.45,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,49.89,2028.54,27
2026-07-03T02:22:42Z,6,5808,0,1.45,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,14.32,424.50,27
2026-07-03T02:22:42Z,6,5808,0,1.45,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,31.45,1408.00,27
2026-07-03T02:22:42Z,6,5808,0,1.45,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,37.23,1845.25,27
2026-07-03T02:22:48Z,6,5812,0,1.41,cgv-shinyproxy,0.91,582.20,127
2026-07-03T02:22:48Z,6,5812,0,1.41,cgv-nginx,0.00,7.07,9
2026-07-03T02:22:48Z,6,5812,0,1.41,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.92,1324.03,27
2026-07-03T02:22:48Z,6,5812,0,1.41,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,38.13,1555.46,27
2026-07-03T02:22:48Z,6,5812,0,1.41,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,51.39,2031.62,27
2026-07-03T02:22:48Z,6,5812,0,1.41,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,13.89,424.50,27
2026-07-03T02:22:48Z,6,5812,0,1.41,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,30.50,1408.00,27
2026-07-03T02:22:48Z,6,5812,0,1.41,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,36.11,1845.25,27
2026-07-03T02:22:53Z,6,5807,0,1.43,cgv-shinyproxy,0.91,582.20,127
2026-07-03T02:22:53Z,6,5807,0,1.43,cgv-nginx,0.00,7.07,9
2026-07-03T02:22:53Z,6,5807,0,1.43,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.90,1324.03,27
2026-07-03T02:22:53Z,6,5807,0,1.43,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,37.01,1555.46,27
2026-07-03T02:22:53Z,6,5807,0,1.43,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,50.30,2031.62,27
2026-07-03T02:22:53Z,6,5807,0,1.43,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,13.48,424.50,27
2026-07-03T02:22:53Z,6,5807,0,1.43,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,29.61,1408.00,27
2026-07-03T02:22:53Z,6,5807,0,1.43,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,35.05,1845.25,27
2026-07-03T02:22:59Z,6,5810,0,1.31,cgv-shinyproxy,0.90,582.20,127
2026-07-03T02:22:59Z,6,5810,0,1.31,cgv-nginx,0.00,7.07,9
2026-07-03T02:22:59Z,6,5810,0,1.31,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.87,1324.03,27
2026-07-03T02:22:59Z,6,5810,0,1.31,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,35.97,1555.46,27
2026-07-03T02:22:59Z,6,5810,0,1.31,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,48.86,2031.62,27
2026-07-03T02:22:59Z,6,5810,0,1.31,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,13.10,424.50,27
2026-07-03T02:22:59Z,6,5810,0,1.31,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,28.78,1408.00,27
2026-07-03T02:22:59Z,6,5810,0,1.31,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,34.05,1845.25,27
2026-07-03T02:23:04Z,6,5832,0,1.21,cgv-shinyproxy,0.90,582.20,127
2026-07-03T02:23:04Z,6,5832,0,1.21,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:04Z,6,5832,0,1.21,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.85,1324.03,27
2026-07-03T02:23:04Z,6,5832,0,1.21,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,34.97,1555.46,27
2026-07-03T02:23:04Z,6,5832,0,1.21,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,47.50,2031.62,27
2026-07-03T02:23:04Z,6,5832,0,1.21,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,12.74,424.50,27
2026-07-03T02:23:04Z,6,5832,0,1.21,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,27.98,1408.00,27
2026-07-03T02:23:04Z,6,5832,0,1.21,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,33.12,1845.25,27
2026-07-03T02:23:10Z,6,5826,0,1.11,cgv-shinyproxy,0.90,582.20,127
2026-07-03T02:23:10Z,6,5826,0,1.11,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:10Z,6,5826,0,1.11,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.82,1324.03,27
2026-07-03T02:23:10Z,6,5826,0,1.11,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,34.02,1555.46,27
2026-07-03T02:23:10Z,6,5826,0,1.11,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,46.21,2031.62,27
2026-07-03T02:23:10Z,6,5826,0,1.11,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,12.40,424.50,27
2026-07-03T02:23:10Z,6,5826,0,1.11,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,27.22,1408.00,27
2026-07-03T02:23:10Z,6,5826,0,1.11,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,32.22,1845.25,27
2026-07-03T02:23:16Z,6,5838,0,1.02,cgv-shinyproxy,0.90,582.20,127
2026-07-03T02:23:16Z,6,5838,0,1.02,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:16Z,6,5838,0,1.02,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.80,1324.03,27
2026-07-03T02:23:16Z,6,5838,0,1.02,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,33.13,1555.46,27
2026-07-03T02:23:16Z,6,5838,0,1.02,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,45.01,2031.62,27
2026-07-03T02:23:16Z,6,5838,0,1.02,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,12.07,424.50,27
2026-07-03T02:23:16Z,6,5838,0,1.02,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,26.50,1408.00,27
2026-07-03T02:23:16Z,6,5838,0,1.02,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,31.37,1845.25,27
2026-07-03T02:23:21Z,6,5842,0,0.94,cgv-shinyproxy,0.90,582.20,127
2026-07-03T02:23:21Z,6,5842,0,0.94,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:21Z,6,5842,0,0.94,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.77,1324.03,27
2026-07-03T02:23:21Z,6,5842,0,0.94,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,32.28,1555.46,27
2026-07-03T02:23:21Z,6,5842,0,0.94,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,43.86,2031.62,27
2026-07-03T02:23:21Z,6,5842,0,0.94,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,11.77,424.50,27
2026-07-03T02:23:21Z,6,5842,0,0.94,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,25.83,1408.00,27
2026-07-03T02:23:21Z,6,5842,0,0.94,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,30.57,1845.25,27
2026-07-03T02:23:27Z,6,5835,0,0.86,cgv-shinyproxy,0.90,582.20,127
2026-07-03T02:23:27Z,6,5835,0,0.86,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:27Z,6,5835,0,0.86,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.75,1324.03,27
2026-07-03T02:23:27Z,6,5835,0,0.86,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,31.47,1555.46,27
2026-07-03T02:23:27Z,6,5835,0,0.86,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,42.76,2031.62,27
2026-07-03T02:23:27Z,6,5835,0,0.86,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,11.47,424.50,27
2026-07-03T02:23:27Z,6,5835,0,0.86,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,25.18,1408.00,27
2026-07-03T02:23:27Z,6,5835,0,0.86,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,29.80,1845.25,27
2026-07-03T02:23:32Z,6,5848,0,0.79,cgv-shinyproxy,0.90,582.20,127
2026-07-03T02:23:32Z,6,5848,0,0.79,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:32Z,6,5848,0,0.79,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.72,1324.03,27
2026-07-03T02:23:32Z,6,5848,0,0.79,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,30.71,1555.46,27
2026-07-03T02:23:32Z,6,5848,0,0.79,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,41.71,2031.62,27
2026-07-03T02:23:32Z,6,5848,0,0.79,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,11.19,424.50,27
2026-07-03T02:23:32Z,6,5848,0,0.79,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,24.56,1408.00,27
2026-07-03T02:23:32Z,6,5848,0,0.79,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,29.07,1845.25,27
2026-07-03T02:23:38Z,6,5824,0,0.73,cgv-shinyproxy,0.90,582.10,126
2026-07-03T02:23:38Z,6,5824,0,0.73,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:38Z,6,5824,0,0.73,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.70,1324.03,27
2026-07-03T02:23:38Z,6,5824,0,0.73,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,29.98,1555.46,27
2026-07-03T02:23:38Z,6,5824,0,0.73,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,40.72,2031.62,27
2026-07-03T02:23:38Z,6,5824,0,0.73,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,10.93,424.50,27
2026-07-03T02:23:38Z,6,5824,0,0.73,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,23.98,1408.00,27
2026-07-03T02:23:38Z,6,5824,0,0.73,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,28.38,1845.25,27
2026-07-03T02:23:44Z,6,5836,0,0.91,cgv-shinyproxy,0.90,582.10,126
2026-07-03T02:23:44Z,6,5836,0,0.91,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:44Z,6,5836,0,0.91,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.68,1324.03,27
2026-07-03T02:23:44Z,6,5836,0,0.91,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,29.28,1555.46,27
2026-07-03T02:23:44Z,6,5836,0,0.91,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,39.76,2031.62,27
2026-07-03T02:23:44Z,6,5836,0,0.91,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,10.67,424.50,27
2026-07-03T02:23:44Z,6,5836,0,0.91,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,23.42,1408.00,27
2026-07-03T02:23:44Z,6,5836,0,0.91,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,27.71,1845.25,27
2026-07-03T02:23:49Z,6,5855,0,0.84,cgv-shinyproxy,0.90,582.10,126
2026-07-03T02:23:49Z,6,5855,0,0.84,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:49Z,6,5855,0,0.84,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.65,1324.03,27
2026-07-03T02:23:49Z,6,5855,0,0.84,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,28.61,1555.46,27
2026-07-03T02:23:49Z,6,5855,0,0.84,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,38.86,2031.62,27
2026-07-03T02:23:49Z,6,5855,0,0.84,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,10.43,424.50,27
2026-07-03T02:23:49Z,6,5855,0,0.84,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,22.89,1408.00,27
2026-07-03T02:23:49Z,6,5855,0,0.84,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,27.09,1845.25,27
2026-07-03T02:23:55Z,6,5859,0,0.77,cgv-shinyproxy,0.90,582.10,126
2026-07-03T02:23:55Z,6,5859,0,0.77,cgv-nginx,0.00,7.07,9
2026-07-03T02:23:55Z,6,5859,0,0.77,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.63,1324.03,27
2026-07-03T02:23:55Z,6,5859,0,0.77,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,27.98,1555.46,27
2026-07-03T02:23:55Z,6,5859,0,0.77,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,38.00,2031.62,27
2026-07-03T02:23:55Z,6,5859,0,0.77,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,10.20,424.50,27
2026-07-03T02:23:55Z,6,5859,0,0.77,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,22.38,1408.00,27
2026-07-03T02:23:55Z,6,5859,0,0.77,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,26.48,1845.25,27
2026-07-03T02:24:01Z,6,5853,0,0.71,cgv-shinyproxy,0.90,582.10,126
2026-07-03T02:24:01Z,6,5853,0,0.71,cgv-nginx,0.00,7.07,9
2026-07-03T02:24:01Z,6,5853,0,0.71,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.61,1324.03,27
2026-07-03T02:24:01Z,6,5853,0,0.71,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,27.37,1555.46,27
2026-07-03T02:24:01Z,6,5853,0,0.71,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,37.18,2031.62,27
2026-07-03T02:24:01Z,6,5853,0,0.71,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,9.98,424.50,27
2026-07-03T02:24:01Z,6,5853,0,0.71,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,21.89,1408.00,27
2026-07-03T02:24:01Z,6,5853,0,0.71,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,25.92,1845.25,27
2026-07-03T02:24:06Z,6,5852,0,0.65,cgv-shinyproxy,0.91,583.70,127
2026-07-03T02:24:06Z,6,5852,0,0.65,cgv-nginx,0.01,7.08,9
2026-07-03T02:24:06Z,6,5852,0,0.65,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.58,1324.03,27
2026-07-03T02:24:06Z,6,5852,0,0.65,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,26.79,1555.46,27
2026-07-03T02:24:06Z,6,5852,0,0.65,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,36.38,2031.62,27
2026-07-03T02:24:06Z,6,5852,0,0.65,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,9.77,424.50,27
2026-07-03T02:24:06Z,6,5852,0,0.65,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,21.43,1408.00,27
2026-07-03T02:24:06Z,6,5852,0,0.65,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,25.37,1845.25,27
2026-07-03T02:24:12Z,6,5849,0,0.60,cgv-shinyproxy,0.91,583.70,127
2026-07-03T02:24:12Z,6,5849,0,0.60,cgv-nginx,0.01,7.08,9
2026-07-03T02:24:12Z,6,5849,0,0.60,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.56,1324.03,27
2026-07-03T02:24:12Z,6,5849,0,0.60,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,26.21,1555.46,27
2026-07-03T02:24:12Z,6,5849,0,0.60,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,35.59,2031.62,27
2026-07-03T02:24:12Z,6,5849,0,0.60,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,9.56,424.50,27
2026-07-03T02:24:12Z,6,5849,0,0.60,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,20.96,1408.00,27
2026-07-03T02:24:12Z,6,5849,0,0.60,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,24.81,1845.25,27
2026-07-03T02:24:18Z,6,5849,0,0.55,cgv-shinyproxy,0.91,583.70,127
2026-07-03T02:24:18Z,6,5849,0,0.55,cgv-nginx,0.01,7.08,9
2026-07-03T02:24:18Z,6,5849,0,0.55,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.54,1324.03,27
2026-07-03T02:24:18Z,6,5849,0,0.55,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,25.68,1555.46,27
2026-07-03T02:24:18Z,6,5849,0,0.55,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,34.86,2031.62,27
2026-07-03T02:24:18Z,6,5849,0,0.55,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,9.37,424.50,27
2026-07-03T02:24:18Z,6,5849,0,0.55,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,20.53,1408.00,27
2026-07-03T02:24:18Z,6,5849,0,0.55,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,24.31,1845.25,27
2026-07-03T02:24:23Z,6,5856,0,0.51,cgv-shinyproxy,0.91,583.70,127
2026-07-03T02:24:23Z,6,5856,0,0.51,cgv-nginx,0.01,7.08,9
2026-07-03T02:24:23Z,6,5856,0,0.51,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.52,1324.03,27
2026-07-03T02:24:23Z,6,5856,0,0.51,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,25.17,1555.46,27
2026-07-03T02:24:23Z,6,5856,0,0.51,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,34.18,2031.62,27
2026-07-03T02:24:23Z,6,5856,0,0.51,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,9.18,424.50,27
2026-07-03T02:24:23Z,6,5856,0,0.51,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,20.12,1408.00,27
2026-07-03T02:24:23Z,6,5856,0,0.51,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,23.82,1845.25,27
2026-07-03T02:24:29Z,6,5836,0,0.50,cgv-shinyproxy,0.91,583.70,127
2026-07-03T02:24:29Z,6,5836,0,0.50,cgv-nginx,0.01,7.08,9
2026-07-03T02:24:29Z,6,5836,0,0.50,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.50,1324.03,27
2026-07-03T02:24:29Z,6,5836,0,0.50,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,24.68,1555.46,27
2026-07-03T02:24:29Z,6,5836,0,0.50,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,33.52,2031.62,27
2026-07-03T02:24:29Z,6,5836,0,0.50,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,9.01,424.50,27
2026-07-03T02:24:29Z,6,5836,0,0.50,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,19.75,1408.00,27
2026-07-03T02:24:29Z,6,5836,0,0.50,sp-container-f2b831ae-3c65-41f0-b7d6-83e19b033856-0,23.36,1845.25,27
2026-07-03T02:24:34Z,6,5832,0,0.46,cgv-shinyproxy,0.91,583.70,127
2026-07-03T02:24:34Z,6,5832,0,0.46,cgv-nginx,0.01,7.08,9
2026-07-03T02:24:34Z,6,5832,0,0.46,sp-container-2a45ead0-c15e-454f-b248-312bfd2d53bc-0,4.48,1324.03,27
2026-07-03T02:24:34Z,6,5832,0,0.46,sp-container-9544bc9c-f87d-4521-ace5-4a64d9c22d4b-0,24.22,1555.46,27
2026-07-03T02:24:34Z,6,5832,0,0.46,sp-container-1957f8fc-9e10-4b6d-9f85-01701c7ecbe0-0,32.89,2031.62,27
2026-07-03T02:24:34Z,6,5832,0,0.46,sp-container-853d36d1-b45e-42b5-9a2c-6d6dd615a008-0,8.84,424.50,27
2026-07-03T02:24:34Z,6,5832,0,0.46,sp-container-ce0fdee4-389f-44bf-bf43-1ac389110f85-0,19.38,1408.00,27
